3448942	/m/09c_s1	George of the Jungle 2	2003		87.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America", "/m/0chghy": "Australia"}	{"/m/0gf28": "Parody", "/m/0hqxf": "Family Film", "/m/0hj3n96": "Jungle Film", "/m/01z4y": "Comedy", "/m/09q17": "Slapstick"}
25964342	/m/0b6hj5m	Legion	1998-04-18			{}	{}	{"/m/06n90": "Science Fiction", "/m/02kdv5l": "Action", "/m/03npn": "Horror"}
1432039	/m/0511qn	Workers Leaving the Lumiere Factory	1895		0.766666666667	{"/m/064_8sq": "French Language", "/m/06ppq": "Silent film"}	{"/m/0f8l9c": "France"}	{"/m/02hmvc": "Short Film", "/m/06ppq": "Silent film", "/m/0219x_": "Indie", "/m/01g6gs": "Black-and-white"}
1686352	/m/05nc5n	Black Cloud	2004		97.0	{"/m/02h40lc": "English Language", "/m/017yph": "Navajo Language"}	{"/m/09c7w0": "United States of America"}	{"/m/01z02hx": "Sports", "/m/07s9rl0": "Drama", "/m/01j1n2": "Coming of age", "/m/0219x_": "Indie", "/m/01cgz": "Boxing"}
1444040	/m/05223n	The Mambo Kings	1992-03-01	6742168	106.0	{"/m/02h40lc": "English Language", "/m/06nm1": "Spanish Language"}	{"/m/09c7w0": "United States of America", "/m/0f8l9c": "France"}	{"/m/02wtdkf": "Musical Drama", "/m/04t36": "Musical", "/m/07s9rl0": "Drama", "/m/04xvlr": "Period piece", "/m/060__y": "Film adaptation"}
29114879	/m/0dlmnlr	The Traveler	2010		91.0	{}	{"/m/09c7w0": "United States of America", "/m/0d060g": "Canada"}	{"/m/03npn": "Horror", "/m/01585b": "Slasher"}
4519643	/m/0c6v5z	Larki Panjaban	2003-12-25			{"/m/02hxcvy": "Urdu Language"}	{"/m/05sb1": "Pakistan"}	{"/m/07s9rl0": "Drama"}
2603838	/m/07r1vn	From Beijing With Love	1994		89.0	{"/m/0459q4": "Standard Cantonese", "/m/0653m": "Standard Mandarin", "/m/012w70": "Cantonese"}	{"/m/03h64": "Hong Kong"}	{"/m/03btsm8": "Action/Adventure", "/m/02kdv5l": "Action", "/m/01z4y": "Comedy", "/m/03q4nz": "World cinema", "/m/0gw5qqq": "Chinese Movies"}
8355871	/m/0270kpk	The Adventures of Tom Thumb and Thumbelina	2002		74.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/03k9fj": "Adventure", "/m/0hj3myq": "Children's/Family", "/m/0hcr": "Animation", "/m/0hj3myc": "Children's Fantasy", "/m/0hj3mtv": "Animated Musical", "/m/0hqxf": "Family Film"}
13726036	/m/03cgcph	Fatty's Plucky Pup	1915-06-28		23.0	{"/m/06ppq": "Silent film", "/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/02hmvc": "Short Film", "/m/06ppq": "Silent film", "/m/0219x_": "Indie", "/m/01g6gs": "Black-and-white", "/m/01z4y": "Comedy"}
10219034	/m/02q5lbl	Mixed Company	1974		109.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/01z02hx": "Sports", "/m/07s9rl0": "Drama", "/m/0219x_": "Indie", "/m/01z4y": "Comedy"}
36203902	/m/0k0v68j	Agents of Secret Stuff	2010-11-23		35.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/02hmvc": "Short Film", "/m/05p553": "Comedy film", "/m/02kdv5l": "Action"}
9186353	/m/027_lzj	Pendekar Bujang Lapok	1959			{"/m/0y1mh": "Malay Language"}	{"/m/06t2t": "Singapore", "/m/09pmkv": "Malaysia"}	{"/m/04t36": "Musical", "/m/04t2t": "Martial Arts Film", "/m/01z4y": "Comedy"}
18214566	/m/04csryh	Up the Yangtze	2008		93.0	{"/m/0653m": "Standard Mandarin", "/m/02h40lc": "English Language", "/m/03115z": "Mandarin Chinese"}	{"/m/0d060g": "Canada"}	{"/m/0hj3n07": "Culture & Society", "/m/014dsx": "Travel", "/m/017fp": "Biography", "/m/075fzd": "Social issues", "/m/0jtdp": "Documentary"}
2123910	/m/06ntx_	If It's Tuesday, This Must Be Belgium	1969-04-24	6000000	98.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/06cvj": "Romantic comedy", "/m/0gf28": "Parody", "/m/01z4y": "Comedy", "/m/0hj3n0w": "Ensemble Film"}
574725	/m/02rl1w	Something Big	1971-01-01		108.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/0hfjk": "Western"}
320401	/m/01vfqh	Barton Fink	1991-05	6153939	117.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America", "/m/07ssc": "United Kingdom"}	{"/m/01jfsb": "Thriller", "/m/0219x_": "Indie", "/m/01t_vv": "Comedy-drama", "/m/02n4kr": "Mystery", "/m/04xvlr": "Period piece", "/m/07s9rl0": "Drama", "/m/01z4y": "Comedy", "/m/0vgkd": "Black comedy"}
27449740	/m/0c02ry7	Tracked by Bloodhounds; or, A Lynching at Cripple Creek			4.0	{}	{}	{"/m/02hmvc": "Short Film", "/m/06ppq": "Silent film"}
2312019	/m/072zgj	Reigo, the Deep-Sea Monster vs. the Battleship Yamato	2008-06-12		81.0	{"/m/03_9r": "Japanese Language"}	{"/m/03_3d": "Japan"}	{"/m/0gw5n2f": "Japanese Movies", "/m/02z0t_": "Tokusatsu"}
2530377	/m/07l8f_	The Center of the World	2001-04-19		86.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/0hj3n16": "Erotic Drama", "/m/02js9": "Erotica", "/m/07s9rl0": "Drama", "/m/068d7h": "Romantic drama", "/m/02l7c8": "Romance Film", "/m/0219x_": "Indie"}
11584626	/m/02rk62j	Cinderella	2006-08-17		94.0	{"/m/02hwhyv": "Korean Language"}	{"/m/06qd3": "South Korea"}	{"/m/03npn": "Horror", "/m/03q4nz": "World cinema"}
3615688	/m/09q3hd	Bordertown	2006-05-18		112.0	{"/m/02h40lc": "English Language", "/m/06nm1": "Spanish Language"}	{"/m/09c7w0": "United States of America", "/m/07ssc": "United Kingdom"}	{"/m/01jfsb": "Thriller", "/m/0lsxr": "Crime Fiction", "/m/0219x_": "Indie", "/m/02n4kr": "Mystery", "/m/07s9rl0": "Drama", "/m/02wtdps": "Crime Thriller"}
17405429	/m/047qnqr	Praesten i Vejlby	1922			{"/m/0295r": "Danish Language"}	{"/m/0k6nt": "Denmark"}	{"/m/06ppq": "Silent film", "/m/07s9rl0": "Drama", "/m/04xvlr": "Period piece", "/m/01g6gs": "Black-and-white"}
31162053	/m/0gh7cn2	Savate	1995-08-24		88.0	{}	{}	{"/m/0hfjk": "Western", "/m/02kdv5l": "Action"}
10665065	/m/02qlnzb	Conversation Piece	1974		121.0	{"/m/02bjrlw": "Italian Language", "/m/02h40lc": "English Language"}	{"/m/0f8l9c": "France", "/m/03rjj": "Italy"}	{"/m/0hn10": "LGBT", "/m/07s9rl0": "Drama"}
20577522	/m/0523h1g	The Kingdom of Solomon	2010-10-05	3000000	110.0	{"/m/032f6": "Persian Language"}	{"/m/03shp": "Iran"}	{"/m/03g3w": "History", "/m/07s9rl0": "Drama", "/m/082gq": "War film"}
22937275	/m/06423px	Ghost of Chibusa Enoki	1958-07-13		48.0	{"/m/03_9r": "Japanese Language"}	{"/m/03_3d": "Japan"}	{"/m/0gw5n2f": "Japanese Movies", "/m/03npn": "Horror", "/m/01g6gs": "Black-and-white"}
23579618	/m/06w5gf9	The Nun and the Sergeant	1962-01		74.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/07s9rl0": "Drama", "/m/082gq": "War film"}
2265148	/m/06_9mw	Without a Clue	1988-10-21	8539181	107.0	{"/m/02h40lc": "English Language"}	{"/m/07ssc": "United Kingdom"}	{"/m/0gf28": "Parody", "/m/01jfsb": "Thriller", "/m/0hj3mzb": "Comedy Thriller", "/m/02n4kr": "Mystery", "/m/06nbt": "Satire", "/m/01z4y": "Comedy"}
4519654	/m/0c6v7c	Salakhain	2004-08-13			{"/m/02hxcvy": "Urdu Language"}	{"/m/05sb1": "Pakistan"}	{"/m/02kdv5l": "Action", "/m/07s9rl0": "Drama"}
15718938	/m/03qcjzh	Aegan	2008-10-25		120.0	{"/m/07c9s": "Tamil Language"}	{"/m/03rk0": "India"}	{"/m/02kdv5l": "Action"}
21132353	/m/033pf1	Casper	1995-05-26	287928194	110.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/03npn": "Horror", "/m/01t_vv": "Comedy-drama", "/m/01hmnh": "Fantasy", "/m/01z4y": "Comedy", "/m/0vgkd": "Black comedy", "/m/0hqxf": "Family Film"}
5747187	/m/0f2hwf	A Mother's Instinct	1996-03-13		88.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/02n4kr": "Mystery", "/m/07s9rl0": "Drama"}
19290988	/m/056g2vp	What's the Matter with Kansas?	2010-07-30		90.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/0cshrf": "Political cinema", "/m/0hj3n07": "Culture & Society", "/m/03mqtr": "Political drama", "/m/0jtdp": "Documentary"}
13261740	/m/03b_ngy	Raving	2007		20.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/02hmvc": "Short Film", "/m/07s9rl0": "Drama"}
6174864	/m/0fv6xl	Doctor X	1932-08-03		76.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/01jfsb": "Thriller", "/m/03npn": "Horror", "/m/087lqx": "Pre-Code", "/m/02n4kr": "Mystery"}
25952352	/m/0b6gdc9	Paattinte Palazhy	2010-08-20			{"/m/0999q": "Malayalam Language"}	{"/m/03rk0": "India"}	{"/m/0hqxf": "Family Film", "/m/07s9rl0": "Drama", "/m/04t36": "Musical"}
4750994	/m/0cldcy	Saaransh	1984		131.0	{"/m/03k50": "Hindi Language"}	{"/m/03rk0": "India"}	{"/m/07s9rl0": "Drama", "/m/03q4nz": "World cinema", "/m/01chg": "Bollywood"}
5747189	/m/0f2hws	Canción de juventud	1962-06-25		96.0	{"/m/06nm1": "Spanish Language"}	{"/m/06mkj": "Spain"}	{"/m/04t36": "Musical", "/m/07s9rl0": "Drama", "/m/05p553": "Comedy film"}
1471636	/m/05451l	Sabretooth	2002-11-16		90.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/03npn": "Horror", "/m/06n90": "Science Fiction", "/m/01hmnh": "Fantasy"}
8583537	/m/0278vy5	Al Filo de la Ley	1992-05-07		90.0	{"/m/06nm1": "Spanish Language"}	{"/m/0jgd": "Argentina"}	{"/m/0lsxr": "Crime Fiction", "/m/02wtdps": "Crime Thriller", "/m/04t36": "Musical", "/m/02kdv5l": "Action"}
33837592	/m/0hnb0br	Nocturna Artificialia	1979		21.0	{}	{}	{"/m/02hmvc": "Short Film"}
12655355	/m/02wzzg6	Lakshmi Putrudu			145.0	{}	{"/m/03rk0": "India"}	{"/m/07s9rl0": "Drama"}
15897180	/m/03qf7bm	Thodakkam	2008-02-01			{"/m/07c9s": "Tamil Language"}	{"/m/03rk0": "India"}	{"/m/07s9rl0": "Drama"}
1267905	/m/04np99	Conquest of Space	1955-04-20	1000000	81.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/06n90": "Science Fiction", "/m/07s9rl0": "Drama", "/m/03k9fj": "Adventure"}
24626370	/m/09ghsc0	Teenage Dirtbag	2009-10-20		106.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/07s9rl0": "Drama", "/m/0219x_": "Indie", "/m/02b5_l": "Teen"}
28256244	/m/0cp0nwg	The Vengeance of She	1968-05-01		101.0	{"/m/02h40lc": "English Language"}	{"/m/07ssc": "United Kingdom"}	{"/m/01hmnh": "Fantasy", "/m/0hj3n2k": "Fantasy Adventure", "/m/03npn": "Horror", "/m/03k9fj": "Adventure"}
12212954	/m/02vw22n	The Munsters' Scary Little Christmas	1996-12-17		120.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/01z4y": "Comedy"}
2542332	/m/07l_f0	Serial Lover	1998-04-22		83.0	{"/m/064_8sq": "French Language"}	{"/m/0f8l9c": "France"}	{"/m/01jfsb": "Thriller", "/m/0vgkd": "Black comedy", "/m/01z4y": "Comedy"}
8379881	/m/0271dk8	A Smoky Mountain Christmas	1986-12-14		94.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/01hmnh": "Fantasy"}
13995952	/m/03cqhjl	Kamouraska			124.0	{"/m/064_8sq": "French Language", "/m/02h40lc": "English Language"}	{"/m/0f8l9c": "France", "/m/0d060g": "Canada"}	{"/m/07s9rl0": "Drama"}
2363625	/m/076pgc	Der Tunnel	2001-01-21		157.0	{"/m/04306rv": "German Language"}	{"/m/0345h": "Germany"}	{"/m/01jfsb": "Thriller", "/m/07s9rl0": "Drama", "/m/03mqtr": "Political drama", "/m/03q4nz": "World cinema", "/m/02qfv5d": "Political thriller"}
21600231	/m/05mz0lf	Daffy Dilly	1948-10-30		7.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/02hmvc": "Short Film", "/m/0hqxf": "Family Film", "/m/01z4y": "Comedy", "/m/0hcr": "Animation"}
14177705	/m/03cw_y2	The Shopworn Angel	1938-07-15		85.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/07s9rl0": "Drama", "/m/01g6gs": "Black-and-white"}
1228330	/m/04k852	Tacones lejanos	1991-10-23		112.0	{"/m/06nm1": "Spanish Language"}	{"/m/0f8l9c": "France", "/m/06mkj": "Spain"}	{"/m/07s9rl0": "Drama", "/m/02js9": "Erotica"}
2363621	/m/076pg0	Traci, I Love You	1987-01-29		80.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/02l7c8": "Romance Film", "/m/02nxfrh": "Adult", "/m/07s9rl0": "Drama", "/m/01jk9n": "Pornographic movie"}
25724666	/m/09v0ptf	A Child's Wish	1997-01-21		96.0	{}	{"/m/09c7w0": "United States of America"}	{"/m/01z02hx": "Sports", "/m/07s9rl0": "Drama"}
1397183	/m/04zbcj	The V.I.P.s	1963		119.0	{"/m/02h40lc": "English Language"}	{"/m/07ssc": "United Kingdom"}	{"/m/07s9rl0": "Drama"}
4520654	/m/0c6wjv	Cobra	1925-11-30		75.0	{"/m/06ppq": "Silent film", "/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/06ppq": "Silent film", "/m/0219x_": "Indie", "/m/01g6gs": "Black-and-white", "/m/07s9rl0": "Drama", "/m/068d7h": "Romantic drama", "/m/02l7c8": "Romance Film"}
34152185	/m/0hr0x0m	Dangerously They Live	1941-12-24		77.0	{}	{}	{"/m/01jfsb": "Thriller", "/m/02l7c8": "Romance Film", "/m/07s9rl0": "Drama", "/m/082gq": "War film"}
8078672	/m/026qnx8	Begin the Beguine	1982-03-01		87.0	{"/m/02h40lc": "English Language", "/m/06nm1": "Spanish Language"}	{"/m/06mkj": "Spain"}	{"/m/02l7c8": "Romance Film", "/m/01lrrt": "Melodrama", "/m/07s9rl0": "Drama"}
1456002	/m/052zqs	Road to Rio	1947-12-25		103.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/06cvj": "Romantic comedy", "/m/0556j8": "Buddy film", "/m/03k9fj": "Adventure", "/m/03btsm8": "Action/Adventure", "/m/04t36": "Musical", "/m/0hj3msd": "Adventure Comedy", "/m/01z4y": "Comedy", "/m/02l7c8": "Romance Film", "/m/02kdv5l": "Action"}
13523311	/m/03c85qz	Homo Sapiens 1900	1998-10-30		85.0	{"/m/02h40lc": "English Language"}	{"/m/0d0vqn": "Sweden"}	{"/m/03g3w": "History", "/m/03q4nz": "World cinema", "/m/0jtdp": "Documentary"}
4750927	/m/0cld7h	Dan in Real Life	2007-10-26	68377859	98.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/06cvj": "Romantic comedy", "/m/01t_vv": "Comedy-drama", "/m/07s9rl0": "Drama", "/m/01z4y": "Comedy", "/m/02l7c8": "Romance Film", "/m/0hj3n0k": "Domestic Comedy"}
34972884	/m/0hzg5l0	Mwansa the Great	2011-05-29		23.0	{}	{"/m/09c7w0": "United States of America", "/m/088vb": "Zambia", "/m/07ssc": "United Kingdom"}	{"/m/02hmvc": "Short Film", "/m/07s9rl0": "Drama", "/m/03k9fj": "Adventure"}
26339488	/m/0bbwc92	27A	1974-06-05		86.0	{}	{"/m/0chghy": "Australia"}	{"/m/07s9rl0": "Drama"}
19310258	/m/04lhm4f	Captain Carey, U.S.A.	1950-02-21		82.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/01jfsb": "Thriller", "/m/060__y": "Film adaptation", "/m/07s9rl0": "Drama", "/m/082gq": "War film"}
21122977	/m/05c2tgj	Eternal Family				{}	{}	{}
2784636	/m/082k6m	PANICS	2005-09-27			{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/0gf28": "Parody", "/m/06n90": "Science Fiction", "/m/0hcr": "Animation"}
2772657	/m/081v99	Daddy-O	1958-03		74.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/0lsxr": "Crime Fiction", "/m/02kdv5l": "Action", "/m/07s9rl0": "Drama", "/m/03k9fj": "Adventure", "/m/01g6gs": "Black-and-white"}
15633473	/m/03nn5hg	Wedding Night			92.0	{}	{"/m/0d060g": "Canada"}	{"/m/07s9rl0": "Drama", "/m/01z4y": "Comedy"}
32730892	/m/0dgl7dx	Land of Doom	1986		87.0	{}	{"/m/09c7w0": "United States of America"}	{"/m/06n90": "Science Fiction", "/m/03k9fj": "Adventure"}
12679350	/m/02x06t4	Pehchaan: The Face of Truth	2005-06-24			{"/m/03k50": "Hindi Language", "/m/02h40lc": "English Language"}	{"/m/03rk0": "India"}	{"/m/07s9rl0": "Drama", "/m/01chg": "Bollywood"}
28077528	/m/0cmbhps	Hail, Hero!	1969-10-04			{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/07s9rl0": "Drama"}
187095	/m/019l6s	The Blue Veil	1951-10-26	3550000	113.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/07s9rl0": "Drama"}
13728669	/m/03cgg50	Kaya Taran	2004-12-04		107.0	{"/m/03k50": "Hindi Language", "/m/02h40lc": "English Language"}	{"/m/03rk0": "India"}	{"/m/07s9rl0": "Drama"}
26136751	/m/0b6fy7x	It's My Turn	1980-10-24		98.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/06cvj": "Romantic comedy", "/m/068d7h": "Romantic drama", "/m/02l7c8": "Romance Film", "/m/01z4y": "Comedy"}
187091	/m/019l5l	Detective Story	1951-11-06	2800000	103.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/01jfsb": "Thriller", "/m/0lsxr": "Crime Fiction", "/m/07s9rl0": "Drama", "/m/02xh1": "Film noir", "/m/01g6gs": "Black-and-white"}
15958674	/m/03qj86j	The Amateur	1982-02-12	6892098	112.0	{}	{"/m/0d060g": "Canada"}	{"/m/01jfsb": "Thriller", "/m/0lsxr": "Crime Fiction", "/m/03btsm8": "Action/Adventure", "/m/0c3351": "Suspense", "/m/02qfv5d": "Political thriller", "/m/02kdv5l": "Action", "/m/0bkbm": "Spy"}
3159738	/m/08w797	Dementia	1955-12-22		61.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/02n4kr": "Mystery", "/m/03npn": "Horror"}
32536582	/m/0h1g2ln	The Butcher Boy	1932-09-26			{"/m/02h40lc": "English Language"}	{}	{"/m/02hmvc": "Short Film", "/m/0hcr": "Animation"}
2108325	/m/06mngv	Alien from the Darkness	1996		45.0	{"/m/03_9r": "Japanese Language"}	{"/m/03_3d": "Japan"}	{"/m/0gw5n2f": "Japanese Movies", "/m/06n90": "Science Fiction", "/m/02nxfrh": "Adult", "/m/03npn": "Horror", "/m/0hcr": "Animation"}
10775525	/m/02qpmnk	Mystery Of Chessboxing	1987		90.0	{"/m/012w70": "Cantonese"}	{"/m/03h64": "Hong Kong"}	{"/m/03btsm8": "Action/Adventure", "/m/04t2t": "Martial Arts Film", "/m/0gw5qqq": "Chinese Movies", "/m/03q4nz": "World cinema"}
19238378	/m/04lj1_d	Nuvve Kavali	2000			{"/m/09s02": "Telugu language"}	{"/m/03rk0": "India"}	{"/m/02l7c8": "Romance Film"}
35071703	/m/0k5f4r2	Vic	2006-01-01		30.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/02hmvc": "Short Film", "/m/07s9rl0": "Drama"}
2831557	/m/085j4s	Xtro	1983-01		84.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America", "/m/07ssc": "United Kingdom"}	{"/m/0cq22z7": "Sci-Fi Horror", "/m/0hj3mt0": "Alien Film", "/m/06n90": "Science Fiction", "/m/03npn": "Horror", "/m/0hj3m_q": "Creature Film"}
6159275	/m/0ft9vd	Ju-on	2000-02-11		70.0	{"/m/03_9r": "Japanese Language"}	{"/m/03_3d": "Japan"}	{"/m/0gw5n2f": "Japanese Movies", "/m/03npn": "Horror"}
10511883	/m/02qg9yn	Storm Warning	1951-12-07	1250000	93.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/07s9rl0": "Drama", "/m/01g6gs": "Black-and-white"}
2098445	/m/06l_s2	Thalavattam	1986		147.0	{"/m/0999q": "Malayalam Language"}	{"/m/03rk0": "India"}	{"/m/02l7c8": "Romance Film", "/m/07s9rl0": "Drama", "/m/01z4y": "Comedy"}
7269514	/m/0kv2r2	Vamsi	2000-10-09		145.0	{"/m/09s02": "Telugu language"}	{"/m/03rk0": "India"}	{"/m/02kdv5l": "Action"}
19877711	/m/05pdfp6	Biloxi Blues	1988-03-25	51684798	107.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/04xvlr": "Period piece", "/m/07s9rl0": "Drama", "/m/01z4y": "Comedy", "/m/060__y": "Film adaptation"}
9389099	/m/0286xrg	Nepali	2007			{"/m/07c9s": "Tamil Language"}	{"/m/03rk0": "India"}	{"/m/02l7c8": "Romance Film"}
2001498	/m/06d3zy	Father Goose	1964-12-10		118.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/06cvj": "Romantic comedy", "/m/03k9fj": "Adventure", "/m/0hj3msd": "Adventure Comedy", "/m/01z4y": "Comedy", "/m/082gq": "War film", "/m/02l7c8": "Romance Film"}
273593	/m/01p1bl	Jedda	1955			{"/m/02h40lc": "English Language"}	{"/m/0chghy": "Australia"}	{"/m/068d7h": "Romantic drama", "/m/02h8pkk": "Family Drama", "/m/07s9rl0": "Drama"}
